arch,model,campaign,hardware_cohort,source_cohort,hidden_size,intermediate_size,num_experts,top_k,num_tokens,activation,status,source_us,export_us,source_over_export,official_us,official_export_us,official_over_export,source_directional_disagreement,source_endpoint_drift,official_directional_disagreement,official_endpoint_drift
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,7,swiglu,PASS,101.503,101.44,1.0006210567823344,118.559,101.44,1.168759858044164,0.0003077328685670011,0.0006206713102074879,0.00025481281597605765,0.0005310943071749064
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,8,swiglu,PASS,112.67099999999999,112.576,1.000843874360432,126.59100000000001,112.576,1.124493675383741,0.00026982235970640644,0.0002842549411502526,0.0003523228908560716,0.0005135985081938799
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,9,swiglu,PASS,122.431,122.336,1.0007765498299765,134.336,122.336,1.0980905048391316,0.0005236987975956175,0.0005186594898352048,0.0003140415102915739,0.0002615084132158163
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,10,swiglu,PASS,132.415,132.479,0.9995169045660066,140.03099999999998,132.479,1.0570052612112106,0.00024090459106829165,0.0004830954339933857,0.00017976554995247085,0.0004830954339933857
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,11,swiglu,PASS,144.255,144.15900000000002,1.0006659313674484,145.85500000000002,144.15900000000002,1.0117647874915892,0.00043705883170652715,0.0011096392978757752,5.5530182910823456e-06,0.000443954244965461
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,12,swiglu,PASS,153.984,153.791,1.001254949899539,151.648,153.791,0.9860655044833573,4.622431779566227e-06,0.00021457692582771415,7.380521032795961e-05,0.00021457692582771415
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,13,swiglu,PASS,163.839,164.158,0.9980567502040718,159.422,164.158,0.9711497459764374,0.00020285999017577439,0.0001952755521109628,0.00010463231469037826,0.00039831265975642793
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,14,swiglu,PASS,175.391,175.35899999999998,1.000182482792443,161.375,175.35899999999998,0.9202550197024391,8.931782629739704e-05,0.0009119147359721858,0.0003666662023285028,0.00019833522371603962
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,15,swiglu,PASS,186.302,186.175,1.0006821538874715,168.608,186.175,0.9056425406203841,0.00034064905841946214,0.00034370351275714306,2.336218328702344e-05,0.00034370351275714306
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,16,swiglu,PASS,195.45499999999998,195.327,1.0006553113496854,172.57500000000002,195.327,0.8835184075934203,0.0001646843533393838,0.0003273874989129233,8.81713935552142e-06,0.0005561767483358571
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,17,swiglu,PASS,206.687,206.847,0.9992264814089642,178.975,206.847,0.8652530614415486,0.0001589079361430379,0.0004643288996372119,0.0003039850004747935,0.0004592056226102592
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,18,swiglu,PASS,217.726,217.982,0.9988255911038526,184.127,217.982,0.8446890110192585,0.00043649241348220347,0.00015143310786625008,0.00020446031546939025,0.0005211981041418623
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,19,swiglu,PASS,226.2705,225.98299999999998,1.0012722195917392,185.951,225.98299999999998,0.8228539314904219,0.00014719974297161542,0.00028284730002370306,0.0002585513866099065,0.0001693707741321493
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,20,swiglu,PASS,235.038,235.423,0.998364645765282,187.839,235.423,0.7978787119355374,0.000136451187351061,0.00034186872665586954,1.7214009075283698e-05,0.00034186872665586954
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,21,swiglu,PASS,244.254,244.22299999999998,1.0001269331717324,191.743,244.22299999999998,0.7851144241123891,8.01276156536801e-10,0.00025789337950854474,0.00011062146820228769,0.00017204794402714274
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,22,swiglu,PASS,254.814,254.87900000000002,0.9997449770283152,197.31099999999998,254.87900000000002,0.7741359625547808,6.369121256177834e-06,0.00012558179691846139,0.0003768647345078202,0.0001621805170516355
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,23,swiglu,PASS,265.63,265.502,1.0004821055961912,197.375,265.502,0.7434030628771158,0.00024116805199325686,0.0003614049617890469,3.5327850745892064e-05,0.00024325105028699667
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,24,swiglu,PASS,275.294,275.518,0.9991869859682488,198.878,275.518,0.7218330562794446,0.0002324635320842816,0.00023223577737296885,0.00017309327044290335,0.00048757684361855347
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,25,swiglu,PASS,284.57500000000005,284.382,1.0006786646130907,206.238,284.382,0.7252146760343481,0.00011181520256331456,0.00033749815430694774,0.00011892952019143532,0.00033749815430694774
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,26,swiglu,PASS,295.102,295.39,0.9990250177731135,214.10999999999999,295.39,0.7248383493009242,0.00021152401452362302,0.00043666200668190935,0.00021576160410896605,0.0007422761267192879
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,27,swiglu,PASS,307.39,307.00600000000003,1.0012507898868426,215.807,307.00600000000003,0.7029406591402122,0.00020750577554129457,0.0005202947469741259,0.00014370075086378442,0.0014817147143530995
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,28,swiglu,PASS,318.49399999999997,318.718,0.9992971843447813,217.3425,318.718,0.6819272836802439,9.990922496105892e-05,0.0009064846587665265,0.00024581421667013714,0.0009064846587665265
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,29,swiglu,PASS,328.382,328.029,1.001076124367053,220.99099999999999,328.029,0.6736934844175362,0.00010058155084391451,0.00043990769549251407,0.00010215882656605668,0.0010108456730378856
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,30,swiglu,PASS,338.494,338.686,0.9994331032283591,222.718,338.686,0.6575943499288427,1.000390454697353e-06,0.0007560766708998301,1.471988821244441e-05,0.0005699821375677594
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,31,swiglu,PASS,348.414,348.766,0.9989907273071342,226.398,348.766,0.6491401111346862,9.306602873526693e-05,0.0007342859929209133,0.00011619461195788716,0.0012669627327547284
sm_100a,Qwen3-235B-A22B,sm_100a_c02,sm_100a_gpu02,sm_100a_source02,4096,1536,128,8,32,swiglu,PASS,359.39,359.102,1.000802000545806,226.623,359.102,0.631082533653391,7.1929033440554235e-06,0.0003561273377812313,8.098803641976016e-05,0.0014792866795857451
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,1,swiglu,PASS,14.56,14.687000000000001,0.9913528971199019,16.031,14.687000000000001,1.0915094981956832,5.7587100489531196e-05,0.0021151746724890064,0.0017245860488861453,0.0021151746724890064
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,2,swiglu,PASS,17.631999999999998,17.6,1.0018181818181817,19.968,17.6,1.1345454545454545,0.00179161338448397,5.6818181818241165e-05,0.000774483077333743,5.6818181818241165e-05
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,3,swiglu,PASS,21.312,21.215999999999998,1.0045248868778283,23.136,21.215999999999998,1.0904977375565612,0.0014342275371690416,0.0,0.0007654513967505494,0.0
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,4,swiglu,PASS,24.032,23.968,1.0026702269692924,26.272,23.968,1.096128170894526,0.0013567621074180858,4.172403721791618e-05,0.0011658278728389204,0.0012195121951219523
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,5,swiglu,PASS,26.816,27.007,0.9929277594697671,28.287,27.007,1.0473951197837597,5.519446966717467e-05,3.707136237252051e-05,0.001242485289505768,0.0011312217194570096
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,6,swiglu,PASS,29.439,29.311,1.0043669612091024,31.168000000000003,29.311,1.0633550544164307,1.8830068082786866e-05,0.00105188151063762,0.001311443442741811,0.0
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,7,swiglu,PASS,31.870999999999995,31.744,1.004000756048387,33.855999999999995,31.744,1.066532258064516,0.0009989458075619906,3.1470292044311066e-05,0.0006303226514792204,3.1470292044311066e-05
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,8,swiglu,PASS,34.592,35.039,0.9872427866092068,36.575,35.039,1.0438368674905107,0.0001777213448457271,0.000895358576668781,0.0010361197251032017,0.0008748906386700783
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,9,swiglu,PASS,36.831,36.958999999999996,0.996536702832869,38.24,36.958999999999996,1.0346600286804297,0.0008968297953874105,0.0008665511265164572,0.0010334432287459894,0.0008665511265164572
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,10,swiglu,PASS,38.496,38.911,0.9893346354501298,39.68,38.911,1.0197630490092775,0.0009418966672263274,0.0007966694078946901,0.0005930019053725921,0.0007966694078946901
